sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr,sqrt_sum_diff,square_sum_diff,log_sum_diff,loglog_sum_diff,sqrt_mean_diff,square_mean_diff,log_mean_diff,loglog_mean_diff,sqrt_max_diff,square_max_diff,log_max_diff,loglog_max_diff,sqrt_min_diff,square_min_diff,log_min_diff,loglog_min_diff,sqrt_std_deviation,square_std_deviation,log_std_deviation,loglog_std_deviation,sqrt_mean,square_mean,log_mean,loglog_mean,sqrt_median,square_median,log_median,loglog_median,sqrt_variance,square_variance,log_variance,loglog_variance,sqrt_min_value,square_min_value,log_min_value,loglog_min_value,sqrt_max_value,square_max_value,log_max_value,loglog_max_value,sqrt_range_value,square_range_value,log_range_value,loglog_range_value,sqrt_iqr,square_iqr,log_iqr,loglog_iqr,sqrt_abs_skewness,square_abs_skewness,log_abs_skewness,loglog_abs_skewness,sqrt_kurtosis,square_kurtosis,log_kurtosis,loglog_kurtosis,sqrt_count,square_count,log_count,loglog_count,sqrt_unique_count,square_unique_count,log_unique_count,loglog_unique_count,sqrt_percentile_25,square_percentile_25,log_percentile_25,loglog_percentile_25,sqrt_percentile_50,square_percentile_50,log_percentile_50,loglog_percentile_50,sqrt_percentile_75,square_percentile_75,log_percentile_75,loglog_percentile_75,sqrt_autocorr,square_autocorr,log_autocorr,loglog_autocorr
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr1:13607162-16800000,184103,1.2093501409024323,123,1,26.839950173864345,12.939579857324908,5.0,720.3829253355208,0,301,301,10.0,5.405647370048627,35.79399644433387,152234,297,2.0,5.0,12.0,0.9986215183170734,429.0722549874321,33893914609,12.12325066257998,2.495125151163736,1.0997045698288392,1.462527763300733,0.1900831416985918,-1.660293714647984,11.090536506409418,15129,4.812184355372417,1.57115110896884,1.0,1,0.0,0.0,5.1807287300016345,720.3829253355207,3.289891455688358,1.1908545720410375,3.59716275101988,167.43272688408848,2.5602908200236087,0.9401208536110234,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,26.839950173864345,518951.5591149625,6.579782911376716,1.8840017526009831,0.0,0,-23.025850929940457,0.0,17.349351572897472,90601,5.707110264748875,1.7417128123332075,17.349351572897472,90601,5.707110264748875,1.7417128123332075,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,2.3250048107581684,29.22102348931364,1.6874442163609549,0.523215086246868,5.982808407790932,1281.2101814569858,3.57778018225828,1.274742547273685,390.171757050661,23175190756,11.933174089737784,2.4793222602141256,17.233687939614086,88209,5.6937321388027,1.739365945038151,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.4641016151377544,144.0,2.4849066497880004,0.910235093365326,0.9993105214682138,0.9972449368458968,-0.0013794326628411,0.0
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr1:149509645-205922707,4756894,1.207224729751507,51,1,12.947677948685367,10.003601958807783,6.0,167.64236426287334,0,263,263,9.0,4.969903333933703,40.5693211571771,3940356,258,3.0,6.0,12.0,0.9947963661383256,2181.030490387514,22628040527236,15.37510549221471,2.7327496749513007,1.0987377893526311,1.4573915481235993,0.188324113476649,-1.6695907926933846,7.14142842854285,2601,3.9318256327243257,1.3691038556058743,1.0,1,0.0,0.0,3.598288197002203,167.64236426287331,2.5609164630859445,0.9403651878200728,3.1628471285864865,100.07205215026292,2.302945224019861,0.8341888359355685,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,12.947677948685367,28103.96229564592,5.121832926171889,1.633512368380018,0.0,0,-23.025850929940457,0.0,16.217274740226856,69169,5.572154032177765,1.7177816995013306,16.217274740226856,69169,5.572154032177765,1.7177816995013306,3.0,81.0,2.19722457733622,0.7871950081766445,2.229328000526998,24.69993914864534,1.6034003900066496,0.4721266178639614,6.369405086597735,1645.8698191541775,3.703012144447777,1.309146581550126,1985.0329972068475,15526405406736,15.186781632522267,2.7204254200658617,16.06237840420901,66564,5.552959584921617,1.7143310441709676,1.7320508075688772,9.0,1.0986122886681098,0.0940478276166991,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,3.4641016151377544,144.0,2.4849066497880004,0.910235093365326,0.9973947895083096,0.9896198100820176,-0.0052172199160875,0.0
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr1:30028082-91800000,4662328,1.1968788867909754,74,1,11.248981519710062,8.387956480017744,6.0,126.5395852307785,0,275,275,7.0,6.3741762263898485,70.43563235424114,3895406,275,3.0,6.0,10.0,0.993270843371567,2159.242459752957,21737302379584,15.355025452173324,2.7314428114735234,1.0940196007343632,1.4325190696460046,0.1797172408309797,-1.716370547496629,8.602325267042627,5476,4.30406509320417,1.4595599466308458,1.0,1,0.0,0.0,3.353950136735796,126.5395852307785,2.42027759297087,0.8838822414293565,2.896196899386805,70.35781391067165,2.126796924664,0.7546170566548998,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,11.248981519710062,16012.266630377457,4.84055518594174,1.5770294219893015,0.0,0,-23.025850929940457,0.0,16.583123951777,75625,5.616771097666572,1.7257569610137753,16.583123951777,75625,5.616771097666572,1.7257569610137753,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,2.5247130978370294,40.63012256507353,1.8522548633051168,0.6164037419314374,8.392593899042247,4961.178305141821,4.254699276513116,1.4480240842076526,1973.6782919209504,15174187904836,15.175308468055029,2.71966966412315,16.583123951777,75625,5.616771097666572,1.7257569610137753,1.7320508075688772,9.0,1.0986122886681098,0.0940478276166991,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,0.9966297423675288,0.986586968292064,-0.0067518994871561,0.0
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr3:60000-66170270,5259714,1.1985113952502189,103,1,10.769604889192564,8.909082747337383,6.0,115.98438946932038,0,286,286,8.0,5.805624628317455,68.92326116648186,4388540,286,3.0,6.0,11.0,0.9926068176416634,2293.4066364253854,27664591361796,15.475587210612074,2.739263763609192,1.0947654521632562,1.4364295645446263,0.1810802827738594,-1.7088147948192904,10.14889156509222,10609,4.634728988229636,1.533577726591972,1.0,1,0.0,0.0,3.281707617871002,115.98438946932038,2.376727804255096,0.8657246695177394,2.984808661763327,79.37175539890461,2.18707128975659,0.782563338217126,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,10.769604889192564,13452.378600570995,4.753455608510191,1.5588718500776846,0.0,0,-23.025850929940457,0.0,16.911534525287763,81796,5.655991810819852,1.7327154807183742,16.911534525287763,81796,5.655991810819852,1.7327154807183742,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,2.409486382679399,33.705277324926186,1.758827211138538,0.5646472296277035,8.30200344293363,4750.415929823067,4.232993728684223,1.4429094800078577,2094.88424501212,19259283331600,15.294507155704457,2.7274937545079943,16.911534525287763,81796,5.655991810819852,1.7327154807183742,1.7320508075688772,9.0,1.0986122886681098,0.0940478276166991,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,0.9962965510537832,0.9852682944287104,-0.0074206473840554,0.0
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr3:93504854-194041961,7892669,1.2056895105501877,57,1,11.82682324737886,8.971795341044285,6.0,139.8737481247411,0,311,311,7.0,6.257796340092386,73.2606241689388,6546188,305,3.0,6.0,10.0,0.9937965413611692,2809.389435446784,62294223943561,15.881444911918642,2.765151441095236,1.0980389385400628,1.4536871958507511,0.1870516112195546,-1.6763707043808966,7.54983443527075,3249,4.04305126783455,1.396999671219974,1.0,1,0.0,0.0,3.439014865826965,139.87374812474104,2.470370108317435,0.9043679808388436,2.995295534841977,80.49311164158394,2.19408580554673,0.7857654702709426,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,11.82682324737886,19564.66541446352,4.94074021663487,1.597515161398789,0.0,0,-23.025850929940457,0.0,17.635192088548397,96721,5.739792912179234,1.7474231316630926,17.635192088548397,96721,5.739792912179234,1.7474231316630926,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,2.501558782058176,39.16001503407367,1.833828100788136,0.6064056403182706,8.559242032384574,5367.1190536225,4.294023277228908,1.457224120314954,2558.5519342002813,42852577331344,15.69439345345976,2.753303543701958,17.46424919657298,93025,5.720311776607412,1.744023310306184,1.7320508075688772,9.0,1.0986122886681098,0.0940478276166991,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,0.9968934453396556,0.9876315656214222,-0.0062227800361438,0.0
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr1:13607162-16800000,170603,1.2220057446153183,18,1,22.480028596971994,11.424697371248476,4.0,505.3516857206786,0,229,229,9.0,4.759584248892819,26.98707263370301,139610,194,2.0,4.0,11.0,0.9982395766372222,413.0411601765616,29105383609,12.04709449887924,2.488823510437501,1.1054436867680408,1.4932980398728386,0.2004935617328861,-1.606973143809009,4.242640687119285,324,2.8903717578961645,1.0613851298016763,1.0,1,0.0,0.0,4.741310852177064,505.3516857206786,3.112627297131976,1.135467159631438,3.3800439895434016,130.52371002461183,2.435777448136097,0.8902659861240706,2.0,16.0,1.3862943611198906,0.3266342599782809,22.48002859697199,255380.3262607315,6.225254594263952,1.828614340191384,0.0,0,-23.025850929940457,0.0,15.132745950421556,52441,5.43372200355424,1.69262435098263,15.132745950421556,52441,5.43372200355424,1.69262435098263,3.0,81.0,2.19722457733622,0.7871950081766445,2.1816471412427854,22.653642222308616,1.5601603217591595,0.4447885863393698,5.194908337372567,728.302089336762,3.295357960002821,1.192514799384006,373.6442157989336,19490952100,11.846608099982694,2.4720415903193347,13.92838827718412,37636,5.267858159063328,1.6616238585115888,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.0,16.0,1.3862943611198906,0.3266342599782809,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,0.9991194005909516,0.9964822523648604,-0.0017619747289607,0.0
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr1:149509645-205922707,4939305,1.2530614264077995,50,1,13.1414698048681,10.1224742762871,6.0,172.69822863226003,0,269,269,9.0,5.016339868258638,43.17316016863344,3941791,226,3.0,6.0,12.0,0.9945680388284088,2222.4547239482745,24396733883025,15.412735191007474,2.735194128131209,1.119402262999231,1.570162938351149,0.225589698182232,-1.4890374244867202,7.071067811865476,2500,3.912023005428146,1.3640546328884455,1.0,1,0.0,0.0,3.625116522936621,172.69822863226003,2.575772864096802,0.9461496304790974,3.181583611393405,102.46448547409406,2.3147581276798634,0.8393052015958712,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,13.1414698048681,29824.67817272036,5.151545728193604,1.639296811039043,0.0,0,-23.025850929940457,0.0,16.401219466856727,72361,5.594711379601839,1.7218217550180943,16.401219466856727,72361,5.594711379601839,1.7218217550180943,3.0,81.0,2.19722457733622,0.7871950081766445,2.239718702930937,25.163665673881088,1.6127005578651012,0.4779101389242218,6.570628597678721,1863.9217589464768,3.765219009775224,1.3258060294870706,1985.394419252759,15537716287681,15.18714574651706,2.7204493954965177,15.033296378372908,51076,5.420534999272286,1.6901945189330263,1.7320508075688772,9.0,1.0986122886681098,0.0940478276166991,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,3.4641016151377544,144.0,2.4849066497880004,0.910235093365326,0.9972803210875107,0.9891655838589872,-0.0054467679167949,0.0
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr1:30028082-91800000,4761402,1.2335781627688267,157,1,11.787654891689089,8.466206940148416,5.0,138.94880784556165,0,308,308,7.0,6.809625490085158,83.3972458544582,3859831,257,3.0,5.0,10.0,0.9934641716584662,2182.063702094877,22670949005604,15.376052720654982,2.73281128098474,1.1106656395012977,1.521715083660114,0.2099190216345988,-1.5610334338956255,12.529964086141668,24649,5.056245805348308,1.6206242722269526,1.0,1,0.0,0.0,3.433315437254359,138.9488078455617,2.4670527882074174,0.9030242350513346,2.909674713803661,71.6766599534172,2.136082585474502,0.7589735839621884,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,11.787654891689089,19306.771201702813,4.934105576414835,1.5961714156112798,0.0,0,-23.025850929940457,0.0,17.549928774784245,94864,5.730099782973574,1.7457329447065375,17.549928774784245,94864,5.730099782973574,1.7457329447065375,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,2.609525912897812,46.37099931521752,1.9183371245354093,0.6514587298037361,9.132209253759914,6955.100616108946,4.42361528549158,1.4869572996547245,1964.6452606004984,14898295348561,15.166133958099117,2.719064913030129,16.0312195418814,66049,5.54907608489522,1.7136314427104262,1.7320508075688772,9.0,1.0986122886681098,0.0940478276166991,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,0.996726728676655,0.9869710603690424,-0.0065572803899469,0.0
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr3:60000-66170270,5476596,1.2431648130938495,162,1,11.712601680997384,9.184523559558148,6.0,137.18503813770275,0,408,408,8.0,7.725916646772375,137.79238493982083,4405367,354,3.0,6.0,11.0,0.9932663578955248,2340.212810835801,29993103747216,15.515994298036288,2.7418713820883704,1.1149730100293234,1.545458752514666,0.2176603967347561,-1.5248192439888948,12.727922061357855,26244,5.087596335232384,1.6268054862616488,1.0,1,0.0,0.0,3.422367847119504,137.18503813770275,2.4606653289353853,0.900431772293675,3.0305978881333213,84.35547301607868,2.2175198457439382,0.7963893847642279,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,11.712601680997384,18819.73468884296,4.9213306578707705,1.5935789528536204,0.0,0,-23.025850929940457,0.0,20.199009876724155,166464,6.0112671744041615,1.7936355706493905,20.199009876724155,166464,6.0112671744041615,1.7936355706493905,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,2.7795533178502576,59.689788032874496,2.044580475520654,0.7151926220046868,11.738500114572595,18986.741347403764,4.925748095367675,1.5944761606253732,2098.8966148907857,19407258404689,15.2983341282974,2.72774394196704,18.81488772222678,125316,5.869296913133774,1.7697348503687684,1.7320508075688772,9.0,1.0986122886681098,0.0940478276166991,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,0.9966274920428017,0.9865780577270408,-0.006756415361351,0.0
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr3:93504854-194041961,8390733,1.2450176564879414,75,1,12.230747566982531,9.204098257276188,6.0,149.5911860472491,0,316,316,8.0,6.315804539516105,77.27693836002783,6739450,273,3.0,6.0,11.0,0.9938083393376272,2896.676198680136,70404400277289,15.94263844053901,2.7689971829104683,1.115803592254453,1.5500689649667256,0.2191497117341337,-1.5180001674997323,8.660254037844387,5625,4.31748811353631,1.4626737779454593,1.0,1,0.0,0.0,3.497248570945813,149.5911860472491,2.503953073504125,0.9178707124488762,3.0338256801069154,84.71542472959456,2.2196488476133323,0.7973490066221752,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,12.230747566982531,22377.522943022694,5.007906147008251,1.6110178930088217,0.0,0,-23.025850929940457,0.0,17.776388834631177,99856,5.755742213586912,1.7501980023354358,17.776388834631177,99856,5.755742213586912,1.7501980023354358,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,2.5131264471801065,39.88938698137223,1.843055149036144,0.611424601753901,8.790730251806606,5971.72520229954,4.347395571625005,1.4695769466300348,2596.045068946223,45420186302500,15.723488877184948,2.755155701128522,16.522711641858304,74529,5.60947179518496,1.7244565609458455,1.7320508075688772,9.0,1.0986122886681098,0.0940478276166991,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,0.9968993626929588,0.9876550153370124,-0.0062109084850395,0.0
