sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr,sqrt_sum_diff,square_sum_diff,log_sum_diff,loglog_sum_diff,sqrt_mean_diff,square_mean_diff,log_mean_diff,loglog_mean_diff,sqrt_max_diff,square_max_diff,log_max_diff,loglog_max_diff,sqrt_min_diff,square_min_diff,log_min_diff,loglog_min_diff,sqrt_std_deviation,square_std_deviation,log_std_deviation,loglog_std_deviation,sqrt_mean,square_mean,log_mean,loglog_mean,sqrt_median,square_median,log_median,loglog_median,sqrt_variance,square_variance,log_variance,loglog_variance,sqrt_min_value,square_min_value,log_min_value,loglog_min_value,sqrt_max_value,square_max_value,log_max_value,loglog_max_value,sqrt_range_value,square_range_value,log_range_value,loglog_range_value,sqrt_iqr,square_iqr,log_iqr,loglog_iqr,sqrt_abs_skewness,square_abs_skewness,log_abs_skewness,loglog_abs_skewness,sqrt_kurtosis,square_kurtosis,log_kurtosis,loglog_kurtosis,sqrt_count,square_count,log_count,loglog_count,sqrt_unique_count,square_unique_count,log_unique_count,loglog_unique_count,sqrt_percentile_25,square_percentile_25,log_percentile_25,loglog_percentile_25,sqrt_percentile_50,square_percentile_50,log_percentile_50,loglog_percentile_50,sqrt_percentile_75,square_percentile_75,log_percentile_75,loglog_percentile_75,sqrt_autocorr,square_autocorr,log_autocorr,loglog_autocorr
H3K36me3_TDH_other/samples/kidney/McGill0023/problems/chr14:19050000-107289540,7517529,1.1880862473798592,11,1,5.65951128237536,7.564715868754256,6.0,32.03006795533399,0,56,56,7.0,1.2642884831698142,1.7930516606254288,6327428,57,3.0,6.0,10.0,0.9743060989803912,2741.811262651024,56513242265841,15.832748051502827,2.762080456521015,1.0899936914403952,1.4115489312131562,0.1723438171098828,-1.758263860698824,3.3166247903554,121,2.3978952727983707,0.874591382923689,1.0,1,0.0,0.0,2.3789727367869014,32.03006795533399,1.7333375426169946,0.5500487653492049,2.750402855720277,57.22492617498246,2.023494787877243,0.7048261095346877,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,5.65951128237536,1025.9252532233131,3.466675085233989,1.2431959459091502,0.0,0,-23.025850929940457,0.0,7.483314773547883,3136,4.02535169073515,1.392612283633577,7.483314773547883,3136,4.02535169073515,1.392612283633577,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,1.1244058356171112,1.5984253686758296,0.2345095000399458,-1.4502591800189644,1.3390487894865626,3.215034257671608,0.5839190066035925,-0.5379929930945015,2515.4379340385244,40036345095184,15.660404392435057,2.751135513500957,7.54983443527075,3249,4.04305126783455,1.396999671219974,1.7320508075688772,9.0,1.0986122886681098,0.0940478276166991,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,0.9870694499276084,0.949272374510388,-0.0260297547116729,0.0
H3K36me3_TDH_other/samples/kidney/McGill0023/problems/chr15:29209443-77800000,5072415,1.1929786064600434,17,1,5.6395235699067765,8.372097880190749,7.0,31.80422609553407,0,56,56,7.0,1.1049489617590773,1.3909322994954447,4251892,57,4.0,7.0,11.0,0.9738422840737814,2252.2022555712,25729393932225,15.43932759351854,2.7369179940057355,1.0922356002530056,1.423197955471347,0.1764532103984451,-1.73469953464584,4.123105625617661,289,2.833213344056216,1.0414115247747806,1.0,1,0.0,0.0,2.3747681086596173,31.80422609553408,1.7297995885211028,0.5480055570136725,2.893457772318571,70.09202291549443,2.12490449589032,0.7537268582559705,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,5.6395235699067765,1011.5087975358502,3.4595991770422057,1.2411527375736178,0.0,0,-23.025850929940457,0.0,7.483314773547883,3136,4.02535169073515,1.392612283633577,7.483314773547883,3136,4.02535169073515,1.392612283633577,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,1.051165525385549,1.2209122080924628,0.0997991454496729,-2.3045956583299056,1.179377929035237,1.9346926617796856,0.3299742413725686,-1.108740684014936,2062.011639152408,18078585579664,15.262874618309542,2.725423384151785,7.54983443527075,3249,4.04305126783455,1.396999671219974,2.0,16.0,1.3862943611198906,0.3266342599782809,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,0.986834476532808,0.9483687942500396,-0.0265059144533103,0.0
H3K36me3_TDH_other/samples/kidney/McGill0023/problems/chr16:60000-8636921,782734,1.1881532889483926,9,1,6.644951389570993,9.16533365311491,8.0,44.15537896976147,0,100,100,9.0,1.105866810755782,2.659398233022781,658783,96,4.0,8.0,13.0,0.9813430487244704,884.7225553810641,612672514756,13.570548198225984,2.6079018708367023,1.0900244441976483,1.4117082380388823,0.1724002437179971,-1.7579365070760655,3.0,81,2.19722457733622,0.7871950081766445,1.0,1,0.0,0.0,2.577780322209593,44.15537896976147,1.893857376799248,0.6386156892881877,3.0274302061509046,84.0033409729207,2.2154282857697605,0.7954457418127061,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,6.644951389570993,1949.6974919632537,3.787714753598496,1.331762869848133,0.0,0,-23.025850929940457,0.0,10.0,10000,4.605170185988092,1.5271796258079011,10.0,10000,4.605170185988092,1.5271796258079011,3.0,81.0,2.19722457733622,0.7871950081766445,1.0516020210877222,1.2229414031311647,0.1006294715771135,-2.2963101061973235,1.6307661490915186,7.07239896180469,0.978099869013227,-0.0221434986053113,811.6544831392234,433995041089,13.398149472459664,2.5951165983501365,9.797958971132712,9216,4.564348191467836,1.5182757199460604,2.0,16.0,1.3862943611198906,0.3266342599782809,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,3.605551275463989,169.0,2.5649493574615367,0.9419387347481112,0.9906276034537248,0.9630341792798384,-0.0188331876557136,0.0
H3K36me3_TDH_other/samples/kidney/McGill0023/problems/chr16:8686921-32000000,2433099,1.1966033192710706,11,1,6.812064246901544,9.569501199750755,8.0,46.4042193039143,0,71,71,9.0,1.101617701528817,1.5335688284729958,2033339,70,4.0,8.0,13.0,0.9819099304427068,1559.8394148116658,5919970743801,14.704676311443372,2.6881655596211083,1.0938936508048076,1.4318595036905435,0.1794869758886087,-1.7176526314098706,3.3166247903554,121,2.3978952727983707,0.874591382923689,1.0,1,0.0,0.0,2.609993150738436,46.4042193039143,1.9186951941860224,0.6516453686547594,3.0934610389902693,91.57535321203116,2.2585810828683384,0.8147367766716924,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,6.812064246901544,2153.3515692057726,3.837390388372045,1.3447925492147048,0.0,0,-23.025850929940457,0.0,8.426149773176359,5041,4.262679877041316,1.4498980416116356,8.426149773176359,5041,4.262679877041316,1.4498980416116356,3.0,81.0,2.19722457733622,0.7871950081766445,1.0495797737803532,1.213561560321634,0.0967797372291456,-2.3353176327565706,1.2383734608239132,2.3518333516640366,0.4275975868208936,-0.8495727433904513,1425.9519627252523,4134467488921,14.525189827356792,2.67588437166165,8.366600265340756,4900,4.248495242049359,1.4465648595477707,2.0,16.0,1.3862943611198906,0.3266342599782809,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,3.605551275463989,169.0,2.5649493574615367,0.9419387347481112,0.9909136846581073,0.9641471115020012,-0.018255695361031,0.0
H3K36me3_TDH_other/samples/kidney/McGill0023/problems/chr21:43005559-44632664,179780,1.1921829720356236,9,1,5.753148118260709,8.855722811671088,8.0,33.09871327064674,0,47,47,8.0,0.998208837889971,1.1232525173352323,150800,48,4.0,8.0,12.0,0.9748920478512774,424.0047169548943,32320848400,12.09948916012739,2.493163233540193,1.0918713166099856,1.4213002388116924,0.1757860568931195,-1.738487609202277,3.0,81,2.19722457733622,0.7871950081766445,1.0,1,0.0,0.0,2.3985720998670668,33.09871327064674,1.749747203814408,0.5594713225376041,2.975856651734268,78.42382651715168,2.181063895421362,0.7798127831779641,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,5.753148118260709,1095.524820172487,3.499494407628816,1.2526185030975494,0.0,0,-23.025850929940457,0.0,6.855654600401044,2209,3.8501476017100575,1.3481114856713152,6.855654600401044,2209,3.8501476017100575,1.3481114856713152,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,0.9991040175527124,0.9964208840416464,-0.0017927681589637,0.0,1.0598360804083018,1.2616962176999365,0.1162285100831214,-2.152197111103326,388.329756778952,22740640000,11.923709734555992,2.4785288325604555,6.928203230275509,2304,3.871201010907891,1.3535647976324747,2.0,16.0,1.3862943611198906,0.3266342599782809,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,3.4641016151377544,144.0,2.4849066497880004,0.910235093365326,0.9873662176980116,0.9504145049636572,-0.0254285342667544,0.0
H3K36me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr14:19050000-107289540,5861828,1.1310632422217342,14,1,8.408783324278092,10.14349562756641,8.0,70.70763699465734,0,76,76,12.0,1.187975826355247,1.3994600068351772,5182583,76,3.0,8.0,15.0,0.9898804931585984,2421.1212278611742,34361027501584,15.58397205830084,2.746242953925063,1.063514570761367,1.2793040579051411,0.1231581126544429,-2.094286280381979,3.741657386773941,196,2.6390573296152584,0.9704217812773648,1.0,1,0.0,0.0,2.8997902207363366,70.70763699465732,2.129276793397614,0.7557823884506011,3.1848854967747915,102.89050354645886,2.3168326752014727,0.8402010267016014,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,8.408783324278092,4999.569929368235,4.258553586795228,1.4489295690105464,0.0,0,-23.025850929940457,0.0,8.717797887081348,5776,4.330733340286331,1.465736890326896,8.717797887081348,5776,4.330733340286331,1.465736890326896,3.4641016151377544,144.0,2.4849066497880004,0.910235093365326,1.0899430381241246,1.4112865640044316,0.1722508725476069,-1.75880330351277,1.1829877458516538,1.9584883107311144,0.336086452812763,-1.090386852076925,2276.528717148106,26859166551889,15.46081413860039,2.738308702743007,8.717797887081348,5776,4.330733340286331,1.465736890326896,1.7320508075688772,9.0,1.0986122886681098,0.0940478276166991,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,3.872983346207417,225.0,2.70805020110221,0.9962288929513948,0.9949273808467622,0.97986339073591,-0.0101710571212342,0.0
H3K36me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr15:29209443-77800000,5333276,1.1441761060422373,12,1,9.256279990930643,12.443546328250134,10.0,85.67871927050301,0,73,73,13.0,0.9740161974834948,0.6290126237854783,4661238,73,5.0,10.0,18.0,0.9913778030353452,2309.388663694356,28443832892176,15.489476241478163,2.740160841170102,1.0696616783087245,1.309138961637977,0.134684819958347,-2.004817897103132,3.4641016151377544,144,2.4849066497880004,0.910235093365326,1.0,1,0.0,0.0,3.042413514125035,85.678719270503,2.2253022391022563,0.7998927441918521,3.527541116450684,154.8418452233074,2.5212021213031632,0.9247358200427734,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,9.256279990930643,7340.842935833663,4.450604478204513,1.4930399247517974,0.0,0,-23.025850929940457,0.0,8.54400374531753,5329,4.290459441148391,1.4563938230443614,8.54400374531753,5329,4.290459441148391,1.4563938230443614,3.605551275463989,169.0,2.5649493574615367,0.9419387347481112,0.9869225894078496,0.9487075529602064,-0.0263273456180256,0.0,0.7931031608722022,0.3956568808814916,-0.4636039528718352,0.0,2158.9900416629994,21727139692644,15.35479163605512,2.731427584022476,8.54400374531753,5329,4.290459441148391,1.4563938230443614,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,4.242640687119285,324.0,2.8903717578961645,1.0613851298016763,0.9956795684532976,0.9828299483511876,-0.0086595831607918,0.0
H3K36me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr16:60000-8636921,783116,1.1498352587406837,9,1,9.421190365673452,14.39526391599089,13.0,88.7588279062583,0,123,123,13.0,0.755416724955509,1.377097934804001,681069,119,7.0,13.0,20.0,0.9915578450241728,884.9384159363859,613270669456,13.571036112148237,2.6079378240748574,1.0723037157170927,1.322121122243255,0.1396186788444584,-1.968840294993902,3.0,81,2.19722457733622,0.7871950081766445,1.0,1,0.0,0.0,3.069395765565831,88.75882790625826,2.242961446387533,0.807797066976409,3.794109107022476,207.2236232110293,2.6668992577613686,0.9809164708686516,3.605551275463989,169.0,2.5649493574615367,0.9419387347481112,9.421190365673452,7878.129531292778,4.485922892775067,1.5009442475363544,0.0,0,-23.025850929940457,0.0,11.090536506409418,15129,4.812184355372417,1.57115110896884,11.090536506409418,15129,4.812184355372417,1.57115110896884,3.605551275463989,169.0,2.5649493574615367,0.9419387347481112,0.869147125034369,0.5706544283425072,-0.2804857284200076,0.0,1.173498161397793,1.896398722041444,0.3199783390794976,-1.1395019758560316,825.2690470386007,463854982761,13.431418901584868,2.597596656598847,10.908712114635714,14161,4.77912349311153,1.5642571600471569,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,3.605551275463989,169.0,2.5649493574615367,0.9419387347481112,4.47213595499958,400.0,2.995732273553991,1.0971887003649488,0.9957699759603986,0.9831869600289814,-0.0084779918020419,0.0
H3K36me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr16:8686921-32000000,2603543,1.1570433154131978,12,1,10.916243850237349,15.130192385464207,13.0,119.16437979784476,0,93,93,16.0,0.8828880678828938,0.7451204342057123,2250170,94,6.0,13.0,22.0,0.9935963601710236,1613.549813299856,6778436152849,14.772383767676851,2.692759476051508,1.0756594793024408,1.3387492337423648,0.1458678852058381,-1.9250539627896297,3.4641016151377544,144,2.4849066497880004,0.910235093365326,1.0,1,0.0,0.0,3.303973948177762,119.16437979784472,2.390251941387108,0.8713987751939903,3.889754797601541,228.92272162115907,2.716692243216066,0.9994150532211044,3.605551275463989,169.0,2.5649493574615367,0.9419387347481112,10.91624385023735,14200.149412604993,4.780503882774216,1.5645459557539356,0.0,0,-23.025850929940457,0.0,9.643650760992957,8649,4.532599493153256,1.511295614460169,9.643650760992957,8649,4.532599493153256,1.511295614460169,4.0,256.0,2.772588722239781,1.0197814405382262,0.939621236394162,0.7794913404099892,-0.1245568498528723,0.0,0.8632035879244897,0.5552044614709092,-0.2942094170156433,0.0,1500.0566655963366,5063265028900,14.626516326881982,2.6828360682140344,9.69535971483266,8836,4.543294782270004,1.5136524718106426,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,3.605551275463989,169.0,2.5649493574615367,0.9419387347481112,4.69041575982343,484.0,3.091042453358316,1.1285083975617491,0.9967930377821784,0.9872337269451064,-0.006424231083562,0.0
H3K36me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr21:43005559-44632664,198439,1.1409982922888504,8,1,8.844706606516917,12.421307742729333,11.0,78.228834955364,0,74,74,13.0,1.1139882240668777,1.891079324317134,173918,75,5.0,11.0,18.0,0.9906173422198138,445.46492566755467,39378036721,12.198237027095695,2.5012914353214537,1.06817521609933,1.301877103006073,0.1319035741994587,-2.025684121828746,2.8284271247461903,64,2.079441541679836,0.7320993680864453,1.0,1,0.0,0.0,2.9740051456776126,78.228834955364,2.179819156515174,0.7792419176329966,3.524387569880664,154.28888603958768,2.51941336425782,0.9240260824618948,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,8.844706606516917,6119.750618473579,4.359638313030348,1.472389098192942,0.0,0,-23.025850929940457,0.0,8.602325267042627,5476,4.30406509320417,1.4595599466308458,8.602325267042627,5476,4.30406509320417,1.4595599466308458,3.605551275463989,169.0,2.5649493574615367,0.9419387347481112,1.0554564055738531,1.240969763359676,0.1079465705936348,-2.226118890996214,1.3751651989187097,3.5761810108597483,0.6371477371397888,-0.4507537238646627,417.0347707326093,30247470724,12.066339202748898,2.490419691901639,8.660254037844387,5625,4.31748811353631,1.4626737779454593,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,4.242640687119285,324.0,2.8903717578961645,1.0613851298016763,0.9952976148970788,0.9813227187066476,-0.0094269521976622,0.0
